Rank,University,Location,Overall Score,Overall Teaching Score,Research Score,Research Quality,Industry Income Score,International Outlook Score
1356,Universit Djillali Liabs de Sidi Bel-Abbs,Algeria,0.0,27.7,9.8,46.7,17.1,37.2
1357,Universit Polytechnique Hauts-de-France,France,0.0,16.6,17.2,36.2,60.8,69.3
1358,Universit Saint-Joseph de Beyrouth,Lebanon,0.0,31.8,11.7,25.6,30.7,70.4
1359,Universiti Malaysia Sarawak (UNIMAS),Malaysia,0.0,30.2,20.9,25.0,73.3,61.5
1360,Universiti Tun Hussein Onn Malaysia (UTHM),Malaysia,0.0,23.1,15.7,34.6,29.4,47.5
1361,University of A Corua,Spain,0.0,24.5,17.6,43.1,41.8,37.2
1362,University of Anbar,Iraq,0.0,20.3,8.7,43.4,34.7,30.3
1363,University of Angers,France,0.0,15.1,14.1,43.6,48.1,64.8
1364,University of Antioquia,Colombia,0.0,19.0,19.7,34.7,40.5,39.7
1365,University of Antofagasta,Chile,0.0,18.5,9.5,43.5,17.4,53.6
1366,University of Applied Sciences and Arts of Western Switzerland,Switzerland,0.0,24.3,13.5,33.4,29.2,85.4
1367,University of Azad Jammu and Kashmir,Pakistan,0.0,14.1,11.5,57.2,18.0,49.1
1368,University of Benin,Nigeria,0.0,18.6,8.6,50.6,17.7,36.6
1369,University of Botswana,Botswana,0.0,15.3,12.8,52.3,21.0,61.1
1370,University of Braslia,Brazil,0.0,31.3,15.5,27.5,28.9,36.6
1371,University of Burgos,Spain,0.0,21.4,15.9,42.8,33.3,38.0
1372,University of Cadiz,Spain,0.0,21.0,20.1,42.6,30.9,44.9
1373,"University of Chemistry and Technology, Prague",Czechia,0.0,36.7,15.1,27.2,54.3,54.6
1374,University of Chittagong,Bangladesh,0.0,15.6,9.3,50.0,21.8,54.5
1375,University of Concepcin,Chile,0.0,18.2,17.0,38.5,48.0,51.3
1376,University of Duhok,Iraq,0.0,22.5,8.2,60.4,15.9,30.7
1377,University of Engineering & Technology (UET) Lahore,Pakistan,0.0,19.5,9.6,54.6,27.7,50.5
1378,University of vora,Portugal,0.0,21.9,18.9,34.4,23.7,53.8
1379,University of Franche-Comt,France,0.0,20.5,15.8,40.2,49.9,71.1
1380,University of Gdask,Poland,0.0,24.8,15.4,33.2,26.0,36.5
1381,University of Guilan,Iran,0.0,23.8,17.6,45.9,33.3,25.1
1382,"University of Health Sciences, Turkey",Turkey,0.0,46.1,6.1,25.6,16.9,30.8
1383,University of Ilorin,Nigeria,0.0,15.9,9.3,48.7,17.4,40.2
1384,University of Ioannina,Greece,0.0,14.4,14.9,53.3,48.0,39.7
1385,University of La Rochelle,France,0.0,21.9,12.4,35.1,26.9,69.3
1386,University of La Serena,Chile,0.0,12.9,9.4,54.3,16.6,50.0
1387,University of Las Palmas de Gran Canaria,Spain,0.0,21.4,16.9,44.1,31.2,43.3
1388,University of Len,Spain,0.0,23.2,16.2,43.5,62.8,36.6
1389,University of Macedonia,Greece,0.0,16.7,17.6,42.3,26.1,25.4
1390,University of Malaga,Spain,0.0,22.0,16.7,42.4,52.0,41.6
1391,University of Manouba,Tunisia,0.0,27.5,9.5,43.5,21.8,45.6
1392,University of Maragheh,Iran,0.0,13.2,15.6,57.7,32.1,40.0
1393,University of Maribor,Slovenia,0.0,21.3,18.0,39.2,45.8,37.6
1394,University of Mauritius,Mauritius,0.0,29.4,14.5,42.7,42.3,40.4
1395,University of Mazandaran,Iran,0.0,23.4,16.5,40.2,32.5,29.8
1396,University of Medicine and Pharmacy of Craiova,Romania,0.0,26.6,10.1,52.1,21.2,38.9
1397,University of Monastir,Tunisia,0.0,31.7,10.5,40.4,29.2,46.0
1398,University of Nebraska Omaha,United States,0.0,18.4,15.3,51.8,39.5,36.9
1399,University of Nigeria Nsukka,Nigeria,0.0,29.4,10.4,36.7,19.2,39.4
1400,University of Northampton,United Kingdom,0.0,18.1,11.0,42.5,18.4,80.4
1401,University of Pannonia,Hungary,0.0,23.1,22.2,27.2,31.9,36.7
1402,University of Peradeniya,Sri Lanka,0.0,12.5,10.6,56.8,28.2,40.6
1403,University of Puerto Rico,Puerto Rico,0.0,24.3,10.7,39.0,34.4,47.6
1404,University of Rouen Normandie,France,0.0,22.8,13.7,40.1,50.1,58.4
1405,University of Sadat City,Egypt,0.0,14.6,9.1,61.5,18.3,49.7
1406,University of Shanghai for Science and Technology,China,0.0,23.4,11.3,44.3,48.6,25.9
1407,University of Social Welfare and Rehabilitation Sciences,Iran,0.0,36.5,20.8,28.2,27.1,32.5
1408,University of South Africa,South Africa,0.0,22.5,13.8,48.1,25.3,39.9
1409,University of South Wales,United Kingdom,0.0,18.1,12.1,38.7,49.8,78.6
1410,University of Split,Croatia,0.0,21.0,16.0,43.3,25.7,35.1
1411,University of Staffordshire,United Kingdom,0.0,18.4,11.5,48.9,24.3,67.4
1412,University of Sunderland,United Kingdom,0.0,19.3,9.7,36.5,34.8,73.0
1413,University of Tarapac,Chile,0.0,11.3,21.3,48.2,19.9,56.2
1414,University of Technology of Compigne,France,0.0,33.7,12.1,28.4,58.7,84.4
1415,University of Technology of Troyes,France,0.0,29.9,12.7,26.0,41.2,76.2
1416,University of Texas Rio Grande Valley,United States,0.0,18.2,9.3,45.8,19.3,45.5
1417,University of the Philippines,Philippines,0.0,25.3,16.9,35.0,26.9,37.9
1418,University of Thessaly,Greece,0.0,15.1,14.7,55.8,42.3,38.4
1419,University of Toyama,Japan,0.0,27.4,15.1,29.2,66.2,33.1
1420,University of Trs-os-Montes and Alto Douro,Portugal,0.0,22.0,16.4,47.2,36.0,41.2
1421,University of Urbino Carlo Bo,Italy,0.0,14.6,19.2,49.4,38.0,52.4
1422,University of Valladolid,Spain,0.0,25.4,14.8,38.5,42.1,40.2
1423,University of West Bohemia,Czechia,0.0,21.3,17.8,37.4,33.8,35.4
1424,University of Winchester,United Kingdom,0.0,19.5,16.0,43.7,18.8,64.9
1425,University of Worcester,United Kingdom,0.0,17.6,12.0,38.0,23.2,59.9
1426,University of Wrocaw,Poland,0.0,23.8,21.4,36.4,31.2,44.9
1427,University of Zagreb,Croatia,0.0,26.0,16.6,42.3,67.6,30.9
1428,University Rey Juan Carlos,Spain,0.0,17.1,14.4,47.8,47.0,38.6
1429,USAMV Cluj-Napoca,Romania,0.0,18.4,9.5,55.3,20.5,40.8
1430,"Vels Institute of Science, Technology and Advanced Studies (VISTAS)",India,0.0,29.6,10.3,45.7,20.0,18.2
1431,Veltech University,India,0.0,18.0,10.7,57.4,30.9,27.6
1432,"Vietnam National University, Hanoi",Vietnam,0.0,18.6,12.0,51.8,24.6,47.2
1433,Vilnius Gediminas Technical University (Vilnius Tech),Lithuania,0.0,21.5,17.3,31.7,46.1,48.1
1434,"Visvesvaraya National Institute of Technology, Nagpur",India,0.0,28.2,12.7,41.7,41.8,19.8
1435,VSB - Technical University of Ostrava,Czechia,0.0,24.8,21.1,31.7,43.3,50.6
1436,Vytautas Magnus University,Lithuania,0.0,23.6,12.6,31.2,20.3,60.9
1437,Walailak University,Thailand,0.0,20.3,14.6,51.7,17.7,43.6
1438,Warsaw University of Life Sciences  SGGW,Poland,0.0,19.3,12.5,41.2,29.2,34.6
1439,Warsaw University of Technology,Poland,0.0,25.7,17.6,30.8,54.9,32.8
1440,Western Michigan University,United States,0.0,26.0,17.4,41.2,43.5,43.9
1441,West University of Timioara,Romania,0.0,19.6,12.8,48.0,18.9,36.2
1442,Woosong University,South Korea,0.0,18.7,10.4,41.6,20.1,83.0
1443,Wrocaw University of Science and Technology,Poland,0.0,20.2,18.5,34.1,57.6,33.7
1444,Wuhan Textile University,China,0.0,15.7,11.8,51.3,49.3,23.5
1445,Xiangtan University,China,0.0,18.5,16.7,50.7,52.6,21.7
1446,Xuzhou Medical University,China,0.0,16.5,16.6,50.9,32.5,21.3
1447,Yamagata University,Japan,0.0,28.1,15.4,25.5,71.6,32.3
1448,Yasouj University,Iran,0.0,15.2,15.2,47.8,27.6,22.7
1449,Yazd University,Iran,0.0,24.3,18.0,45.2,41.4,36.8
1450,Yokohama National University,Japan,0.0,24.8,23.1,21.6,76.2,35.7
1451,Zhejiang Sci-Tech University,China,0.0,17.0,20.0,48.5,74.1,23.0
1452,Abdelmalek Essadi University,Morocco,0.0,20.8,10.4,38.1,20.0,29.5
1453,Acharya Nagarjuna University,India,0.0,44.7,9.7,17.9,26.4,28.6
1454,Acbadem University,Turkey,0.0,27.1,12.8,24.2,21.8,34.5
1455,Adana Alparslan Trke Science and Technology University,Turkey,0.0,17.1,8.7,28.1,16.5,19.9
1456,Adelphi University,United States,0.0,24.1,7.7,28.4,17.0,32.5
1457,Afyon Kocatepe University,Turkey,0.0,13.6,9.8,23.5,21.0,25.1
1458,Akita University,Japan,0.0,26.7,13.9,18.6,41.5,27.8
1459,Aksaray University,Turkey,0.0,11.8,9.1,23.1,19.9,28.6
1460,Alberto Hurtado University,Chile,0.0,13.8,14.7,22.2,15.7,37.3
1461,Alexandru Ioan Cuza University,Romania,0.0,19.0,12.0,30.8,38.1,40.1
1462,Al-Furat Al-Awsat Technical University,Iraq,0.0,11.2,8.3,17.3,18.8,23.3
1463,Allameh Tabataba i University,Iran,0.0,29.0,14.6,29.8,22.9,29.9
1464,Al-Muthanna University,Iraq,0.0,17.7,8.4,23.2,16.0,34.1
1465,Al-Nahrain University,Iraq,0.0,26.9,9.4,29.1,21.5,22.3
1466,Altnba University,Turkey,0.0,12.9,11.5,27.3,20.1,53.6
1467,Alzahra University,Iran,0.0,23.6,16.4,28.1,24.1,31.0
1468,Ankara University,Turkey,0.0,18.1,12.3,30.7,32.3,35.1
1469,Ankara Yildirim Beyazit University,Turkey,0.0,18.6,12.9,28.2,23.5,33.2
1470,Antonio Nario University,Colombia,0.0,18.2,8.0,32.7,16.4,50.9
1471,Aoyama Gakuin University,Japan,0.0,19.6,9.0,9.3,25.5,35.7
1472,Arak University,Iran,0.0,20.7,11.9,31.7,23.9,34.2
1473,Atlm University,Turkey,0.0,18.7,9.6,35.3,20.3,45.3
1474,Austral University of Chile,Chile,0.0,15.6,15.3,29.1,32.6,53.4
1475,Autonomous University of Baja California,Mexico,0.0,14.0,8.7,12.5,17.6,34.1
1476,Aydn Adnan Menderes University,Turkey,0.0,28.5,18.1,17.8,21.0,23.1
1477,Azerbaijan State Oil and Industry University,Azerbaijan,0.0,21.1,7.6,10.7,16.2,33.5
1478,Badji Mokhtar University  Annaba,Algeria,0.0,43.0,8.7,14.5,21.9,34.1
1479,Baku State University,Azerbaijan,0.0,22.9,9.1,17.8,19.0,38.0
1480,Bakent University,Turkey,0.0,19.9,11.7,16.6,23.7,22.8
1481,Benemrita Universidad Autnoma de Puebla,Mexico,0.0,22.0,8.9,12.3,20.2,36.4
1482,Bernardo OHiggins University,Chile,0.0,13.8,10.5,12.8,22.3,53.3
1483,Bezmilem Vakif University,Turkey,0.0,31.5,11.9,24.8,20.7,27.5
1484,Bharath Institute of Higher Education and Research,India,0.0,21.8,7.6,29.4,22.5,33.5
1485,Bharati Vidyapeeth University,India,0.0,25.9,10.2,22.2,34.9,19.3
1486,Bialystok University of Technology,Poland,0.0,21.5,13.6,22.4,20.5,27.6
1487,Bilecik eyh Edebali University,Turkey,0.0,15.8,10.0,24.2,23.0,36.2
1488,Blida 1 University,Algeria,0.0,19.7,8.8,14.6,17.8,35.1
1489,Bogomolets National Medical University,Ukraine,0.0,25.3,9.3,8.2,18.2,37.1
1490,Bolu Abant Izzet Baysal University,Turkey,0.0,15.5,9.5,31.6,17.8,36.4
1491,Bozok University,Turkey,0.0,14.9,9.3,28.6,17.8,32.2
1492,B. S. Abdur Rahman Crescent Institute of Science and Technology,India,0.0,22.3,10.5,41.5,23.2,24.6
1493,Burapha University,Thailand,0.0,17.3,9.9,10.7,25.7,28.9
1494,Burdur Mehmet Akif Ersoy University,Turkey,0.0,15.7,9.4,34.2,18.7,23.6
1495,Bursa Technical University,Turkey,0.0,13.8,8.6,25.7,22.2,34.8
1496,Bursa Uluda University,Turkey,0.0,22.0,11.2,21.6,31.2,32.0
1497,ankr Karatekin University,Turkey,0.0,12.4,10.0,23.1,16.0,37.7
1498,Catholic University of Braslia,Brazil,0.0,27.3,12.5,12.3,20.9,37.4
1499,Catholic University of the North,Chile,0.0,13.7,15.2,30.4,25.1,59.5
1500,Cear State University,Brazil,0.0,23.8,11.5,9.7,18.5,21.0
1501,Centro Federal de Educao Tecnolgica Celso Suckow da Fonseca (CEFET-RJ),Brazil,0.0,12.9,9.9,19.5,17.7,30.8
1502,CES University,Colombia,0.0,22.4,9.2,8.6,16.5,36.9
1503,Chang Gung University of Science and Technology,Taiwan,0.0,15.9,14.4,38.0,38.1,20.1
1504,Chiba Institute of Technology,Japan,0.0,14.7,8.8,16.1,32.8,21.2
1505,Chinese Culture University,Taiwan,0.0,14.7,11.7,13.4,37.0,29.6
1506,Christ University,India,0.0,15.1,10.4,46.7,19.0,24.7
1507,Chubu University,Japan,0.0,16.8,12.0,14.8,38.9,34.4
1508,Chung Shan Medical University,Taiwan,0.0,19.7,21.6,28.5,63.0,21.6
1509,Chuo University,Japan,0.0,18.9,13.0,14.9,39.4,30.2
1510,College of Charleston,United States,0.0,18.0,12.6,41.7,32.1,31.8
1511,Communication University of China,China,0.0,26.3,16.8,20.4,53.9,23.8
1512,Cracow University of Technology,Poland,0.0,23.4,11.3,32.4,29.9,30.8
1513,Cukurova University,Turkey,0.0,22.0,10.9,27.0,27.8,29.5
1514,Damascus University,Syria,0.0,12.3,8.8,11.9,20.9,47.1
1515,Damghan University,Iran,0.0,17.9,10.8,33.3,19.6,29.4
1516,Dankook University,South Korea,0.0,25.2,17.6,27.8,54.0,26.3
1517,De La Salle University,Philippines,0.0,22.8,12.4,30.4,22.5,29.5
1518,Del Rosario University,Colombia,0.0,21.0,15.5,31.0,29.3,52.0
1519,Dicle University,Turkey,0.0,30.2,14.8,14.6,53.6,23.3
1520,Diponegoro University,Indonesia,0.0,29.4,15.9,21.8,43.6,38.3
1521,Dokkyo Medical University,Japan,0.0,27.9,10.8,25.5,38.3,19.1
1522,Dokuz Eyll University,Turkey,0.0,25.2,14.5,25.8,64.6,29.0
1523,Doshisha University,Japan,0.0,17.6,11.2,10.9,36.9,35.9
1524,Dow University of Health Sciences,Pakistan,0.0,18.0,10.5,30.7,19.5,42.9
1525,Dumlupinar University,Turkey,0.0,10.5,8.4,25.0,17.9,40.1
1526,Dunarea de Jos University of Galati,Romania,0.0,20.1,10.7,29.3,18.5,45.5
1527,EAFIT University,Colombia,0.0,15.5,11.3,16.7,18.5,44.0
1528,Ehime University,Japan,0.0,24.5,15.0,27.6,53.1,32.4
1529,Ekiti State University,Nigeria,0.0,22.9,3.6,13.6,15.9,33.9
1530,El Bosque University,Colombia,0.0,22.5,9.0,25.8,17.3,44.3
1531,Erzincan Binali Yldrm University,Turkey,0.0,12.1,8.9,37.4,17.4,23.9
1532,Escuela Politcnica Nacional,Ecuador,0.0,18.3,9.4,24.0,22.2,50.0
1533,Escuela Superior Politcnica del Litoral,Ecuador,0.0,20.4,10.3,30.9,24.1,56.3
1534,Eskiehir Osmangazi University,Turkey,0.0,22.1,19.4,20.7,19.4,27.2
1535,Eskiehir Technical University,Turkey,0.0,20.2,10.0,22.0,25.1,23.5
1536,"Federal Institute of Education, Science and Technology of So Paulo",Brazil,0.0,17.9,6.9,7.7,16.2,22.6
1537,Federal Rural University of Pernambuco,Brazil,0.0,28.0,11.0,18.6,22.0,24.5
1538,"Federal University of Agriculture, Abeokuta",Nigeria,0.0,16.1,9.0,26.2,23.5,33.1
1539,Federal University of Esprito Santo,Brazil,0.0,23.8,12.3,25.4,47.1,29.5
1540,Federal University of Gois,Brazil,0.0,30.2,12.7,24.5,25.2,27.9
1541,Federal University of Itajub,Brazil,0.0,19.3,9.7,19.3,24.7,28.6
1542,Federal University of Mato Grosso do Sul,Brazil,0.0,20.1,11.3,24.2,35.9,30.1
1543,Federal University of Par,Brazil,0.0,21.9,12.1,21.0,23.3,25.9
1544,Federal University of Pelotas,Brazil,0.0,19.2,14.4,28.6,24.4,23.9
1545,Universidade Federal de Pernambuco,Brazil,0.0,32.6,13.6,24.1,51.0,25.9
1546,Federal University of Rio Grande do Norte (UFRN),Brazil,0.0,24.2,12.9,26.9,33.8,33.2
1547,"Federal University of Technology, Owerri",Nigeria,0.0,29.0,7.3,21.8,23.5,36.7
1548,Federal University of Viosa,Brazil,0.0,32.2,12.6,23.2,29.8,24.6
1549,Federal University Oye-Ekiti,Nigeria,0.0,10.8,8.6,12.6,16.0,37.7
1550,Federico Santa Mara Technical University,Chile,0.0,12.7,11.8,33.8,38.1,55.6
1551,Feng Chia University,Taiwan,0.0,17.1,18.4,24.2,73.5,37.7
1552,Ferhat Abbas Stif University 1,Algeria,0.0,14.3,3.9,35.2,18.9,38.1
1553,Fluminense Federal University,Brazil,0.0,21.6,13.5,28.6,26.9,31.5
1554,Gaziantep University,Turkey,0.0,18.1,10.9,32.8,22.3,40.0
1555,Gdynia Maritime University,Poland,0.0,24.4,10.2,16.7,52.2,20.7
1556,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania,0.0,18.4,12.0,39.2,22.4,36.9
1557,Georgian Technical University,Georgia,0.0,28.4,9.3,16.0,16.6,39.9
1558,Georgia Southern University,United States,0.0,19.1,11.7,39.6,35.4,33.9
1559,German University in Cairo,Egypt,0.0,18.7,3.7,42.0,21.1,45.8
1560,Gheorghe Asachi Technical University of Iai,Romania,0.0,15.4,10.0,21.8,31.9,32.0
1561,GITAM University,India,0.0,20.8,9.8,23.9,19.9,26.0
1562,GMR Institute of Technology,India,0.0,15.9,9.1,45.0,17.6,20.7
1563,Goa University,India,0.0,32.1,12.9,25.3,23.3,24.0
1564,Grand Valley State University,United States,0.0,20.0,9.5,31.4,30.9,37.9
1565,Grigore T. Popa University of Medicine and Pharmacy,Romania,0.0,23.2,10.4,19.2,24.1,41.2
1566,Gunma University,Japan,0.0,28.0,14.3,23.2,63.4,27.1
1567,Hanoi University of Science and Technology,Vietnam,0.0,16.1,16.9,28.7,59.5,36.6
1568,Hasanuddin University,Indonesia,0.0,18.9,9.9,26.4,19.0,19.5
1569,Hassiba Benbouali University of Chlef,Algeria,0.0,16.0,11.9,34.9,31.3,41.6
1570,Hellenic Open University,Greece,0.0,22.5,8.6,42.5,16.6,26.5
1571,Hitit University,Turkey,0.0,16.0,10.4,15.0,17.2,29.8
1572,Hongik University,South Korea,0.0,24.2,15.2,24.2,41.4,40.9
1573,Hormozgan University of Medical Sciences,Iran,0.0,42.0,10.5,23.1,17.9,23.8
1574,Hue University,Vietnam,0.0,13.5,9.1,18.0,16.9,48.9
1575,Ibaraki University,Japan,0.0,18.0,12.4,13.3,40.7,26.7
1576,Ibn Khaldoun University,Algeria,0.0,14.9,8.3,32.0,16.7,37.6
1577,Indira Gandhi Delhi Technical University for Women,India,0.0,18.4,10.7,35.2,18.1,16.8
1578,Instituto Politcnico de Viana do Castelo,Portugal,0.0,13.1,15.4,41.7,19.3,44.0
1579,Instituto Politcnico Nacional (IPN),Mexico,0.0,20.7,10.3,15.1,32.5,25.6
1580,Instituto Tecnolgico Metropolitano,Colombia,0.0,12.4,7.6,7.6,18.4,29.7
1581,Institut Teknologi Sepuluh Nopember,Indonesia,0.0,25.4,10.7,28.5,41.2,45.1
1582,International Hellenic University,Greece,0.0,9.9,9.8,41.3,24.7,29.8
1583,Ionian University,Greece,0.0,16.7,11.4,30.4,22.8,23.3
1584,IPB University,Indonesia,0.0,30.8,10.5,24.8,41.8,44.1
1585,Islamic University of Indonesia,Indonesia,0.0,15.0,10.3,15.1,17.7,35.2
1586,Istanbul Aydn University,Turkey,0.0,20.8,9.4,32.6,17.0,56.6
1587,Istanbul Bilgi University,Turkey,0.0,16.1,11.4,38.8,16.7,59.5
1588,Istanbul Medipol University,Turkey,0.0,14.6,12.5,37.4,23.5,49.6
1589,Ivane Javakhishvili Tbilisi State University,Georgia,0.0,14.0,11.2,17.8,17.8,42.6
1590,Ivan Franko National University of Lviv,Ukraine,0.0,22.3,10.7,10.4,18.2,29.0
1591,Iwate University,Japan,0.0,24.7,11.1,10.8,38.1,29.3
1592,Izmir Institute of Technology,Turkey,0.0,19.7,13.3,25.6,43.3,33.4
1593,Izmir University of Economics,Turkey,0.0,17.8,12.9,31.9,27.7,34.7
1594,"Jagannath University, Bangladesh",Bangladesh,0.0,10.4,8.4,42.6,19.9,46.6
1595,Jan Kochanowski University in Kielce,Poland,0.0,21.4,12.2,12.4,21.8,27.4
1596,Jean Moulin University  Lyon 3,France,0.0,14.7,13.5,15.4,19.0,62.0
1597,Jember University,Indonesia,0.0,10.7,9.4,17.7,19.6,21.7
1598,Jianghan University,China,0.0,17.1,9.7,27.0,28.7,20.9
1599,Kagoshima University,Japan,0.0,25.8,13.6,23.2,54.6,27.1
1600,Kanagawa University,Japan,0.0,17.9,8.3,11.2,25.7,38.9
1601,Kanazawa Medical University,Japan,0.0,26.9,10.3,18.5,32.3,20.7
1602,Kansai University,Japan,0.0,21.4,8.1,7.7,27.3,34.6
1603,Karabk University,Turkey,0.0,13.6,9.4,45.2,17.7,51.9
1604,Karadeniz Technical University,Turkey,0.0,23.1,15.0,30.3,41.9,26.1
1605,Karpagam Academy of Higher Education,India,0.0,19.0,9.3,44.3,18.7,23.7
1606,Kasetsart University,Thailand,0.0,18.7,12.6,26.9,36.6,34.0
1607,Kastamonu University,Turkey,0.0,15.0,11.9,43.5,16.5,37.2
1608,Kathmandu University,Nepal,0.0,11.3,10.9,29.4,16.6,56.5
1609,Kenyatta University,Kenya,0.0,14.2,8.9,27.2,17.2,56.1
1610,Kharkiv Aviation Institute,Ukraine,0.0,20.5,10.0,27.2,18.0,26.0
1611,Kharkiv National University of Radio Electronics,Ukraine,0.0,21.5,9.3,23.4,17.6,27.5
1612,King Mongkuts Institute of Technology Ladkrabang,Thailand,0.0,17.6,23.3,21.5,63.4,34.4
1613,Kirikkale University,Turkey,0.0,19.4,19.4,17.3,26.5,19.1
1614,Krehir Ahi Evran University,Turkey,0.0,12.2,10.4,19.5,18.6,37.0
1615,Kitasato University,Japan,0.0,26.9,11.7,32.5,59.4,20.2
1616,Kocaeli University,Turkey,0.0,12.1,9.6,25.2,26.0,23.6
1617,Kochi University,Japan,0.0,25.3,12.5,22.2,44.5,27.7
1618,Kochi University of Technology,Japan,0.0,20.2,14.2,16.3,55.6,42.0
1619,Kogakuin University,Japan,0.0,16.6,11.6,20.0,41.5,24.7
1620,Konya Technical University,Turkey,0.0,16.7,10.1,44.4,16.4,23.0
1621,Kwansei Gakuin University,Japan,0.0,16.1,10.5,16.5,31.7,38.6
1622,Kyoto Institute of Technology,Japan,0.0,26.6,16.9,14.7,75.1,32.4
1623,Ladoke Akintola University of Technology,Nigeria,0.0,14.2,10.5,37.0,25.3,35.2
1624,Lagos State University,Nigeria,0.0,13.3,9.0,26.1,17.0,43.7
1625,Lahore College for Women University (LCWU),Pakistan,0.0,13.3,9.9,43.2,16.8,43.1
1626,Larbi Tebessi University,Algeria,0.0,16.8,8.9,26.1,16.1,31.5
1627,Latvia University of Life Sciences and Technologies,Latvia,0.0,20.3,16.2,16.6,25.4,25.0
1628,L.N. Gumilyov Eurasian National University,Kazakhstan,0.0,22.1,12.4,21.9,16.1,52.6
1629,Londrina State University,Brazil,0.0,31.8,16.7,19.6,34.6,24.7
1630,Loyola Marymount University,United States,0.0,32.8,11.1,25.9,37.4,36.1
1631,Lublin University of Technology,Poland,0.0,21.0,15.0,33.5,29.4,43.7
1632,Lucian Blaga University of Sibiu,Romania,0.0,18.7,15.4,31.0,19.5,31.9
1633,Lviv Polytechnic National University,Ukraine,0.0,16.5,11.7,28.8,21.9,27.1
1634,Mackenzie Presbyterian University,Brazil,0.0,19.7,11.7,12.3,24.7,29.7
1635,Mahasarakham University,Thailand,0.0,15.4,8.7,12.0,19.4,27.9
1636,Manisa Celal Bayar University,Turkey,0.0,16.0,3.9,24.3,19.2,22.9
1637,Mapa University,Philippines,0.0,13.0,14.4,31.1,21.1,21.3
1638,Maria Curie-Skodowska University (UMCS),Poland,0.0,22.3,21.2,24.9,22.6,34.5
1639,Marmara University,Turkey,0.0,23.9,11.5,31.1,28.9,30.0
1640,Matej Bel University,Slovakia,0.0,21.3,13.8,16.8,21.1,45.3
1641,Meiji University,Japan,0.0,16.4,11.9,13.7,38.3,30.7
1642,Meijo University,Japan,0.0,14.4,12.3,10.9,45.4,27.1
1643,Mersin University,Turkey,0.0,16.3,10.2,22.9,21.3,28.7
1644,Metropolitan Autonomous University,Mexico,0.0,19.9,23.9,18.5,29.2,28.7
1645,MHamed Bougara University of Boumerds,Algeria,0.0,15.2,8.3,20.9,21.8,32.1
1646,Middle Technical University,Iraq,0.0,9.4,7.6,24.7,17.9,24.3
1647,Mie University,Japan,0.0,27.6,14.0,24.3,59.9,24.6
1648,Mindanao State University  Iligan Institute of Technology,Philippines,0.0,16.4,10.1,28.4,17.5,45.2
1649,Ming Chuan University,Taiwan,0.0,13.3,13.4,23.0,39.4,38.3
1650,Misr University for Science and Technology,Egypt,0.0,15.4,8.5,32.3,17.8,37.6
1651,Morgan State University,United States,0.0,22.2,14.9,26.7,20.9,57.8
1652,Moulay Ismail University,Morocco,0.0,13.6,11.1,50.0,20.4,26.1
1653,M S Ramaiah University of Applied Sciences (RUAS),India,0.0,24.4,8.8,28.3,19.3,18.4
1654,Mugla Sitki Kocman University,Turkey,0.0,12.8,10.9,20.9,21.9,26.0
1655,Muhimbili University of Health and Allied Sciences,Tanzania,0.0,20.4,12.8,27.4,24.0,48.9
1656,Muroran Institute of Technology,Japan,0.0,18.7,10.4,21.1,43.5,42.3
1657,Mu Alparslan University,Turkey,0.0,10.4,10.9,36.3,16.2,18.3
1658,Mustansiriyah University,Iraq,0.0,25.2,8.9,18.0,21.8,35.2
1659,Nara Womens University,Japan,0.0,24.5,8.8,16.7,25.0,37.2
1660,Naresuan University,Thailand,0.0,19.7,12.2,17.0,46.4,31.3
1661,National Aviation University,Ukraine,0.0,22.6,8.9,36.7,16.8,24.4
1662,National Changhua University of Education,Taiwan,0.0,26.1,19.2,19.0,44.9,24.4
1663,National Chiayi University,Taiwan,0.0,14.4,14.5,22.8,61.4,22.3
1664,National Chi Nan University,Taiwan,0.0,19.5,17.4,12.8,60.1,33.4
1665,National Chin-Yi University of Technology,Taiwan,0.0,14.6,26.2,28.1,51.9,32.2
1666,National Dong Hwa University,Taiwan,0.0,18.8,24.1,22.8,41.7,50.1
1667,National Formosa University,Taiwan,0.0,14.2,11.3,8.2,47.5,19.0
1668,National Ilan University,Taiwan,0.0,14.2,14.6,20.0,40.3,32.0
1669,National Pingtung University of Science and Technology,Taiwan,0.0,16.9,15.4,21.6,47.2,31.2
1670,National Taipei University,Taiwan,0.0,20.2,15.6,22.4,29.4,31.1
1671,National Technical University Kharkiv Polytechnic Institute,Ukraine,0.0,24.8,9.0,16.3,19.1,33.9
1672,National Technical University of Ukraine  Igor Sikorsky Kyiv Polytechnic Institute,Ukraine,0.0,22.1,10.7,16.9,23.3,22.3
1673,National United University,Taiwan,0.0,13.4,12.2,14.9,49.6,21.1
1674,National University of Colombia,Colombia,0.0,19.4,13.7,32.5,35.0,40.9
1675,National University of Comahue (UNCo),Argentina,0.0,22.6,7.9,20.2,16.2,35.0
1676,National University of Crdoba,Argentina,0.0,17.8,10.3,20.6,20.5,37.2
1677,National University of Cuyo,Argentina,0.0,19.0,8.0,18.5,25.2,41.5
1678,National University of Kaohsiung,Taiwan,0.0,13.3,16.5,12.0,39.9,32.3
1679,National University of La Plata,Argentina,0.0,22.9,11.6,20.1,25.6,62.8
